,Unnamed: 0,view_count,duration,subscriber_count,brightness,contrast,title_length,word_count,emoji_count,special_char_count,is_clickbait,has_question_mark,has_exclamation,pub_year,pub_month,pub_weekday,color_red,color_blue,color_green,color_yellow,color_purple,color_brown,color_grey,color_white,color_pink,person_count,object_count,has_text,person_left,person_middle,person_right,person_small,person_medium,person_large,text_left,text_middle,text_right,text_small,text_medium,text_large,cluster,target
0,0,244420.0,459.0,412000.0,109.29561740451388,50.26718674933144,17,9,0,0,0,False,False,2025,3,4,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,4,12.406647427301845
1,1,11267.0,1117.0,46500.0,109.63241536458334,78.91819703851648,98,37,3,9,0,False,False,2025,3,4,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,2,1,4,9.329722128996263
2,2,12158.0,1306.0,15700.0,93.68651692708332,89.27862433706763,22,12,0,1,0,False,False,2025,2,0,0,0,0,0,0,0,1,1,0,5,0,0,3,5,1,3,5,5,0,0,0,0,0,0,6,9.405824915296419
3,3,14333.0,1772.0,71700.0,139.08145073784723,66.67499367673707,99,50,1,4,0,False,False,2025,3,5,0,0,0,0,0,1,1,0,0,1,6,1,0,1,0,0,1,1,0,3,1,2,3,3,0,9.570389616553864
4,4,58409.0,1097.0,296000.0,137.7065212673611,74.69319872209022,55,32,3,5,1,True,False,2025,3,4,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,3,3,2,0,5,4,4,10.975242387034355
5,5,27696.0,1559.0,539000.0,153.26464409722223,47.47691366467846,81,32,2,4,1,False,False,2025,3,4,0,0,0,0,0,1,1,1,0,1,15,0,0,1,0,0,1,1,0,0,0,0,0,0,3,10.229079383061112
6,6,30038.0,638.0,176000.0,146.53725477430555,70.019600173971,43,13,3,1,0,False,False,2025,3,4,0,0,0,0,0,1,1,1,0,2,1,1,1,2,0,0,2,2,1,2,0,2,2,2,2,10.310251816375912
7,7,651825.0,1742.0,900000.0,125.65375651041668,54.83387504476669,18,8,1,2,0,False,False,2025,3,3,0,0,0,0,0,1,1,0,0,3,0,0,0,3,1,0,3,3,0,0,0,0,0,0,4,13.3875329341267
8,8,104016.0,1339.0,172000.0,180.2653786892361,76.17657240172504,68,28,1,7,0,False,False,2025,3,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,100,1,1,0,1,1,0,2,1,8,11.55230962630359
9,9,73121.0,1680.0,244000.0,142.58595811631943,72.14273122123862,96,41,1,10,0,False,False,2025,3,5,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,8,11.199884558051558
10,10,490806.0,547.0,68600.0,142.6503146701389,75.69382262755768,15,6,0,1,0,False,False,2025,3,0,0,0,0,0,0,0,1,1,0,2,1,0,0,2,0,101,2,2,0,0,0,0,0,0,6,13.103806254145875
11,11,137260.0,704.0,2640000.0,139.49254448784723,73.73682024398066,23,10,2,5,0,False,True,2025,3,0,0,0,0,0,0,0,1,0,0,3,3,1,1,3,0,0,3,3,0,0,1,1,0,0,6,11.82963950187977
12,12,128467.0,676.0,40400.0,147.8368793402778,62.544341889688624,45,18,0,4,0,False,False,2024,12,6,0,0,0,0,0,1,1,0,0,2,4,0,0,2,0,0,2,2,0,0,0,0,0,0,4,11.763435125067627
13,13,112166.0,1872.0,2990000.0,140.49122938368055,55.103002834148505,91,33,2,2,0,False,False,2025,3,3,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,1,1,1,0,11.627744111162595
14,14,59579.0,1113.0,71900.0,146.7509342447917,62.09170931242048,17,7,0,0,0,False,False,2025,3,0,0,0,0,0,0,1,1,0,0,1,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,10.995075226267273
15,15,2105250.0,2906.0,708000.0,116.72819986979168,69.67801355082442,20,8,0,3,0,False,True,2025,3,4,0,1,0,0,1,0,1,0,0,3,1,1,0,2,1,1,2,2,1,2,0,1,2,2,4,14.559945257895095
16,16,7749.0,954.0,2860.0,114.76993055555556,62.75379221535836,28,14,0,2,0,False,False,2025,3,5,0,1,0,0,0,1,1,0,0,2,0,0,0,2,0,0,2,2,0,0,0,0,0,0,4,8.955448122347393
17,17,15811.0,1674.0,124000.0,142.93639105902778,67.37926587579933,99,38,0,3,0,False,False,2025,3,4,0,0,0,0,0,1,1,0,0,3,1,1,1,3,0,0,3,3,0,1,0,1,1,1,0,9.668524424416576
18,18,48743.0,1039.0,486000.0,143.94939453125,63.68182816601372,63,22,2,2,0,False,False,2025,3,3,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.79433739192833
19,19,70822.0,1094.0,182000.0,125.05722981770832,68.44446556168006,21,7,0,1,0,False,False,2025,3,4,0,0,0,0,0,1,1,1,0,2,5,1,1,2,0,0,2,2,0,1,0,1,1,1,6,11.167939085683692
20,20,1723683.0,548.0,152000.0,136.52294704861112,63.42589597546572,23,8,0,0,0,False,False,2025,2,4,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,6,14.359974418741682
21,21,27123.0,1052.0,359000.0,128.46588758680556,63.74989057021818,53,22,0,4,0,False,False,2025,3,6,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10.208174223803733
22,22,24346.0,1811.0,46500.0,88.89737630208333,78.41194993934162,98,41,3,8,0,False,False,2025,3,4,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,4,10.100163917635166
23,23,77619.0,2846.0,152000.0,97.4679275173611,86.98720403235338,37,13,0,1,0,False,False,2025,3,0,1,0,0,0,0,1,0,1,0,3,5,0,0,3,0,102,3,3,0,0,0,0,0,0,7,11.259580404922897
24,24,10559.0,652.0,1660.0,153.2018218315972,59.1621468558728,49,19,0,0,0,False,False,2025,3,6,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,4,9.264828557260252
25,25,99042.0,841.0,131000.0,106.93212565104167,81.64859599747699,40,17,0,4,0,False,False,2025,3,6,0,0,0,0,0,1,1,0,0,3,0,0,0,3,0,0,3,3,0,0,0,0,0,0,4,11.503309378251265
26,26,429287.0,969.0,51700.0,112.530078125,80.78009787375785,86,27,0,1,0,False,False,2024,8,5,0,0,0,0,0,0,1,0,0,1,3,0,0,1,0,0,1,1,0,0,0,0,0,0,4,12.969883301341191
27,27,131491.0,1453.0,136000.0,120.90864583333334,73.30229306307628,47,23,1,6,0,False,False,2025,3,2,0,0,0,0,0,0,1,0,0,4,0,0,0,4,1,0,4,4,0,0,0,0,0,0,7,11.78670129224744
28,28,163679.0,1340.0,321000.0,130.5064822048611,78.243045451593,51,22,1,5,0,False,False,2025,3,6,0,0,0,0,0,0,1,1,0,2,0,1,0,2,1,0,2,2,2,4,2,5,4,4,4,12.005668581185454
29,29,109846.0,2063.0,257000.0,125.45009440104168,59.95260862296615,89,38,1,7,0,False,False,2025,3,3,0,0,0,1,0,1,1,0,0,3,2,0,0,3,1,0,3,3,0,0,0,0,0,0,0,11.606843767471695
30,30,46699.0,2027.0,129000.0,130.46469184027777,76.12656775114694,99,46,2,12,1,False,False,2025,3,6,0,0,0,0,0,1,1,1,0,3,0,1,2,3,0,1,3,3,1,2,1,2,2,3,0,10.75149944365699
31,31,5108608.0,2179.0,1450000.0,114.85682725694444,85.86870539765818,16,6,0,3,0,False,False,2025,1,4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3,15.44643771377336
32,32,50279.0,677.0,248000.0,143.72906358506944,76.31587795903758,84,33,0,12,0,True,True,2025,3,4,0,0,0,0,0,1,1,1,0,2,4,0,0,2,1,0,2,2,0,0,0,0,0,0,4,10.825362662704183
33,33,165924.0,1493.0,761000.0,131.77320203993057,69.45099468182356,49,20,3,3,0,False,False,2025,3,6,0,0,0,0,0,1,0,1,0,2,2,1,1,1,0,0,2,2,0,1,0,0,1,1,3,12.019291158014125
34,34,98563.0,834.0,438000.0,113.31548828125,75.87023817630413,60,25,2,2,0,False,False,2025,3,5,0,0,0,0,0,0,1,1,0,3,3,1,2,3,0,0,3,3,1,0,1,2,0,1,4,11.498461362359405
35,35,34411.0,250.0,92500.0,120.3900900607639,79.83348200510065,30,12,0,0,0,False,False,2025,3,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,101,1,1,2,4,0,0,4,4,6,10.446160619741239
36,36,1319742.0,1231.0,11500000.0,126.38965169270833,61.84265917841843,48,16,0,6,0,False,False,2023,5,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,2,1,2,4,14.092947578636942
37,37,8728.0,1457.0,12900.0,124.14699978298611,66.94511325075055,74,30,0,2,0,True,False,2025,3,6,0,0,0,0,0,1,1,0,0,1,4,1,0,1,0,0,1,1,0,1,0,1,1,1,4,9.07440609473535
38,38,617188.0,1386.0,1890000.0,139.93677191840277,60.66226924521364,23,9,0,0,0,False,False,2025,3,6,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,4,13.332930576888472
39,39,62481.0,1916.0,44800.0,149.66863172743055,61.86742003212016,97,43,3,7,0,True,False,2025,3,0,0,0,0,0,0,1,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.042633794244528
40,40,124030.0,865.0,780000.0,144.40785590277778,51.87290883422367,93,34,1,6,0,False,False,2025,3,2,0,0,0,0,0,0,1,0,0,1,3,1,0,1,0,0,1,1,0,2,2,0,3,2,4,11.72828681334238
41,41,1848195.0,408.0,114000.0,80.45991861979167,72.90970984249145,16,6,0,0,0,False,False,2024,7,4,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14.429720586165798
42,42,90075.0,2081.0,243000.0,144.34713541666667,64.53549766116338,76,37,0,11,0,False,False,2025,3,1,0,0,0,0,0,1,1,0,0,2,7,1,1,2,0,1,2,2,0,1,0,0,1,1,0,11.40840903741423
43,43,140151.0,572.0,33200.0,89.46447808159722,61.87665002989803,39,20,0,8,0,True,False,2025,3,4,1,0,0,0,0,0,1,1,0,2,0,0,0,2,1,0,2,2,0,0,0,0,0,0,0,11.850482826915657
44,44,342123.0,1105.0,1800000.0,137.9241232638889,55.24771604453513,36,15,0,3,0,False,False,2025,3,0,0,0,1,0,0,1,0,0,0,2,1,1,0,2,0,0,2,2,2,2,0,0,2,2,6,12.742928523430415
45,45,111878.0,1855.0,604000.0,87.12643229166666,71.60323166175445,70,28,0,5,0,False,False,2025,3,4,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,11.625173209127935
46,46,246843.0,454.0,219000.0,111.96150390625,62.13169002721215,34,13,0,2,0,True,False,2025,3,6,1,0,0,0,0,1,0,1,0,2,3,0,1,2,0,0,2,2,0,0,0,0,0,0,4,12.416511837132745
47,47,32283.0,1778.0,128000.0,123.93882378472222,66.44758457751465,76,35,3,3,0,False,False,2025,3,5,0,0,0,0,0,0,1,0,0,2,3,1,1,2,0,0,2,2,0,1,0,0,1,1,3,10.382327030444262
48,48,13958.0,1151.0,11700.0,147.2324164496528,70.47321321600162,44,20,0,2,0,False,False,2025,3,5,0,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.543879740512757
49,49,56992.0,491.0,270000.0,108.25198893229168,85.6539855190753,82,32,1,8,0,True,False,2025,3,0,0,0,0,0,0,1,1,0,0,2,0,1,0,2,0,0,2,2,0,2,0,2,2,2,8,10.950683732257744
50,50,946763.0,2113.0,708000.0,109.15672526041666,62.4827472100219,26,11,0,4,0,False,True,2024,8,4,0,0,0,1,0,1,1,0,0,9,1,1,2,9,3,0,9,9,2,2,0,2,2,3,7,13.760805133085393
51,51,54686.0,485.0,785000.0,137.46536566840277,69.3960454854749,41,20,0,10,0,True,True,2025,3,4,0,0,0,0,0,0,1,1,0,1,3,0,0,1,0,0,1,1,0,0,0,0,0,0,4,10.909381300201032
52,52,28616.0,1593.0,63700.0,127.97823133680556,71.83286291474175,40,16,3,2,0,False,False,2025,3,1,0,1,0,0,0,0,1,0,0,3,1,1,1,3,0,0,3,3,0,1,4,4,1,1,7,10.261756225813318
53,53,9604.0,1885.0,51600.0,125.63937717013889,81.847424473925,59,24,1,4,0,True,True,2025,3,6,0,0,0,0,0,0,1,1,0,4,2,1,0,4,1,0,4,4,0,2,1,2,2,2,3,9.170039075202657
54,54,27836.0,1270.0,30300.0,107.61122721354168,60.94261033087601,69,27,0,6,0,False,False,2025,3,0,0,0,0,0,0,1,1,0,0,3,1,0,1,3,1,0,3,3,0,0,0,0,0,0,3,10.234121350021288
55,55,20674.0,1201.0,129000.0,175.46021592881945,81.39030230944482,94,43,1,10,0,False,False,2025,3,2,0,0,0,0,1,1,1,0,0,1,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,9.936680519891892
56,56,599385.0,2765.0,834000.0,135.340078125,70.62882444225296,83,33,1,7,0,False,False,2025,3,4,0,0,0,0,0,0,1,1,0,5,0,1,2,5,1,0,5,5,0,5,1,4,5,5,8,13.303661076901905
57,57,5286.0,1698.0,1710.0,117.93404405381943,77.34667748295142,60,23,2,5,0,True,False,2025,3,5,0,0,0,0,0,0,1,1,0,5,4,1,2,3,0,2,5,5,2,5,0,2,5,5,7,8.57300625623545
58,58,70693.0,1050.0,603000.0,143.10265516493055,76.91101862771599,21,9,1,2,0,False,False,2025,3,4,0,0,0,0,0,0,1,1,0,2,1,0,0,2,0,0,2,2,0,0,0,0,0,0,6,11.166115982653952
59,59,315767.0,788.0,273000.0,68.266201171875,74.6313831603762,39,13,0,5,0,False,False,2025,2,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,101,0,0,0,0,0,0,0,0,6,12.662763045713783
60,60,56673.0,1236.0,460000.0,150.61087782118057,48.698594468877495,57,21,0,3,0,False,False,2025,3,6,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10.945070830756015
61,61,56351.0,1737.0,65500.0,160.93796223958333,69.23952733258578,99,36,1,0,0,False,False,2025,3,5,0,0,0,0,0,1,0,1,0,2,1,0,0,2,0,0,2,2,0,0,0,0,0,0,0,10.939373011295933
62,62,11363.0,486.0,28700.0,134.90155598958333,63.08392195626752,28,12,0,4,0,False,False,2025,3,6,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,4,9.338205742974079
63,63,583392.0,1198.0,1650000.0,75.54749131944445,66.86306542163658,97,34,1,10,0,False,False,2025,2,4,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,2,0,0,2,2,4,13.276616337715046
64,64,33564.0,829.0,47500.0,140.20667534722222,66.42804101726264,22,8,0,1,0,False,False,2025,3,6,0,0,0,0,0,1,1,0,0,3,0,1,1,3,0,0,3,3,1,0,1,0,1,1,4,10.421239136372852
65,65,1071110.0,504.0,238000.0,143.8807443576389,64.27021445111076,35,15,0,4,0,False,False,2024,10,2,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,2,0,2,2,2,4,13.884206985516064
66,66,29389.0,1144.0,164000.0,112.2626052517361,67.16590423329797,49,21,0,2,0,False,False,2025,3,5,1,0,0,0,0,0,1,0,0,6,2,1,1,6,0,0,6,6,1,1,0,1,1,2,4,10.288409759412962
67,67,32993.0,1220.0,17000.0,149.77791558159723,55.22795190254337,97,41,0,11,0,False,False,2025,3,6,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,10.40408100573587
68,68,201560.0,1191.0,374000.0,130.43528645833334,65.42252520279997,19,10,0,0,0,False,False,2025,3,1,1,0,0,0,0,1,1,0,0,2,1,0,0,2,0,0,2,2,0,0,0,0,0,0,6,12.213847344084073
69,69,664471.0,1377.0,912000.0,104.12974066840276,30.25504764543209,42,18,4,3,0,False,True,2025,3,6,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,4,13.40674801930258
70,70,330903.0,1648.0,432000.0,124.02418511284722,61.13045931030049,97,53,1,17,0,False,True,2025,3,4,1,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,3,3,0,3,3,3,0,12.709583582080823
71,71,629700.0,1247.0,14000000.0,130.276396484375,86.95015385230795,79,28,4,6,0,False,False,2024,11,0,0,0,0,0,1,1,1,0,0,3,1,1,0,3,1,0,3,3,0,1,2,2,1,1,4,13.353000382533379
72,72,187887.0,495.0,341000.0,139.5696267361111,75.55756512030602,25,11,0,0,0,False,False,2025,3,6,0,0,0,0,0,1,1,0,0,2,3,0,0,2,0,0,2,2,0,0,0,0,0,0,4,12.143601319604862
73,73,904473.0,1839.0,900000.0,130.07762152777778,51.5629670987512,44,18,0,2,0,False,False,2025,2,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,4,13.715108838241264
74,74,19878.0,580.0,40200.0,143.09387044270832,53.74170266801838,67,25,0,6,0,False,False,2025,3,4,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,2,2,4,9.897419177134521
75,75,13332.0,1353.0,12200.0,112.85317708333334,58.678251244900046,82,44,0,12,0,False,True,2025,3,6,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,9.497997444115459
76,76,8772.0,1559.0,4900.0,144.36025499131944,64.31487107560301,75,27,0,9,0,True,False,2025,3,6,0,0,0,0,0,0,1,0,0,1,6,0,0,1,0,0,1,1,0,0,0,0,0,0,4,9.079434102128383
77,77,1002738.0,1574.0,2710000.0,152.4239084201389,41.93078042708306,36,15,1,0,0,False,False,2024,11,6,0,0,0,0,0,1,1,0,0,1,12,0,0,1,0,0,1,1,0,0,0,0,0,0,7,13.818245813739171
78,78,10117.0,522.0,3540.0,91.30350911458332,82.06639626875474,51,24,0,6,0,False,False,2025,3,5,0,0,0,0,0,0,1,0,0,2,0,0,1,2,0,0,2,2,0,0,0,0,0,0,4,9.222071294851881
79,79,772211.0,1072.0,299000.0,120.08947916666666,70.56567382260133,14,6,0,0,0,False,False,2025,3,5,0,0,0,0,0,1,1,1,0,3,1,1,0,3,0,0,3,3,2,5,0,5,5,7,4,13.557014402707068
80,80,128521.0,1623.0,128000.0,116.65774739583334,61.58503781156722,100,39,2,6,0,False,False,2025,3,4,0,0,0,0,0,1,1,0,0,4,5,0,0,4,0,0,4,4,0,0,0,0,0,0,0,11.76385537488898
81,81,203858.0,642.0,273000.0,92.063203125,83.21394158658396,38,14,0,4,0,False,False,2025,3,5,0,0,0,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12.225183857383188
82,82,13318.0,759.0,13400.0,99.12228190104166,58.46095090251791,42,19,1,4,0,True,False,2025,3,6,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,2,9.49694686620103
83,83,10478.0,1606.0,1140.0,130.5109157986111,71.1327943623525,98,53,1,9,0,False,False,2025,3,4,0,0,0,0,0,1,1,1,0,1,3,0,1,1,0,0,1,1,0,0,0,0,0,0,0,9.257128533474942
84,84,55036.0,659.0,265000.0,132.49108072916667,76.83961341637436,71,25,0,0,0,False,False,2025,3,6,1,0,0,0,0,0,1,0,0,2,0,1,0,2,0,0,2,2,0,1,0,0,1,1,9,10.915760965307776
85,85,285098.0,765.0,267000.0,144.39611870659724,74.12940668344366,86,40,4,3,0,True,False,2025,3,0,0,1,0,0,0,1,1,1,0,2,0,1,0,2,1,0,2,2,1,3,0,2,3,3,8,12.560591767353399
86,86,109424.0,1012.0,1500000.0,147.69752278645834,82.46979159130582,56,25,0,5,0,True,False,2025,3,4,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,4,11.602994662059096
87,87,533470.0,1261.0,38200.0,146.53491644965277,41.91705695880941,12,5,0,1,0,False,True,2025,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,1,0,2,2,0,0,0,0,0,0,4,13.187159990233374
88,88,118669.0,796.0,6460.0,141.7843240017361,61.26759759718662,25,11,0,0,0,False,False,2025,1,4,0,0,0,0,0,1,1,0,0,4,0,0,0,4,0,0,4,4,0,0,0,0,0,0,4,11.684101810659184
89,89,1831960.0,1689.0,708000.0,112.79926215277776,71.2911295571577,27,12,1,3,0,False,False,2024,9,4,1,0,0,1,0,0,1,0,0,3,3,0,1,3,0,1,3,3,0,0,0,0,0,0,4,14.420897535780009
90,90,2968.0,1173.0,30400.0,151.58187391493055,66.07300015927436,24,10,0,2,0,False,False,2025,3,6,0,0,0,0,0,1,1,0,0,7,0,1,1,7,0,0,7,7,1,1,0,1,1,1,6,7.99598047476376
91,91,335581.0,1816.0,2990000.0,121.47336805555555,64.03929607160882,91,36,1,5,0,False,False,2025,3,0,0,0,0,0,0,1,0,0,0,1,13,1,0,1,0,0,1,1,0,0,1,1,0,0,0,12.72362161685667
92,92,5080.0,514.0,2550.0,143.82198350694443,72.91005663948793,100,38,2,2,0,False,False,2025,3,5,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,4,8.533263371593732
93,93,360082.0,888.0,568000.0,137.5608615451389,73.30053603623043,29,11,0,2,0,False,False,2025,3,5,1,0,0,0,0,1,1,0,0,2,3,0,0,2,1,0,2,2,0,0,0,0,0,0,4,12.794089839414001
94,94,60551.0,1087.0,235000.0,121.40476996527778,64.60276220047761,49,22,6,1,0,False,False,2025,3,5,0,0,0,0,0,1,1,0,0,7,6,1,0,5,5,0,6,6,2,1,0,2,1,2,0,11.011257778989004
95,95,36227.0,1098.0,86200.0,128.64023220486112,71.01263747895098,75,29,2,10,0,False,False,2025,3,5,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,4,10.497587579494839
96,96,231011.0,122.0,4220000.0,114.06434027777776,68.56280644491561,23,12,0,2,0,False,False,2024,11,0,0,0,0,0,0,0,1,1,0,2,1,1,0,1,1,0,2,1,1,0,0,1,0,1,4,12.350224936206626
97,97,404804.0,505.0,129000.0,109.07072374131944,71.20692671361331,27,13,1,1,0,False,False,2025,3,3,0,0,0,0,1,1,1,0,0,4,1,1,2,4,1,0,4,4,1,0,0,0,0,1,4,12.911160748657766
98,98,981342.0,1293.0,11500000.0,101.845146484375,84.4715649155754,43,18,0,7,0,False,False,2024,4,1,0,0,0,0,0,0,1,1,0,3,0,1,0,3,0,0,3,3,1,0,0,1,0,1,4,13.796677320657755
99,99,103240.0,969.0,92500.0,93.78943793402776,67.06369798354012,44,20,0,2,0,False,False,2025,3,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,2,0,0,2,2,9,11.544821339953792
100,100,30998.0,572.0,909000.0,117.69941840277778,62.72232964380761,47,16,0,4,0,False,False,2025,3,6,1,0,0,0,0,1,1,0,0,2,5,1,1,2,0,0,2,2,1,1,0,1,1,2,9,10.341710224882465
101,101,171337.0,1979.0,181000.0,91.32269856770831,80.73946854140137,13,5,0,2,0,False,False,2025,2,4,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,4,12.051393492752348
102,102,138035.0,1039.0,4260.0,99.92804796006943,62.20498621573781,34,13,0,2,0,False,False,2024,11,6,0,0,0,0,0,1,1,0,0,16,0,1,5,15,3,1,16,15,0,1,1,1,1,1,6,11.83526979968401
103,103,103204.0,104.0,2380.0,118.76359375,84.70225454251474,23,12,0,2,0,False,False,2025,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,4,11.544472580468359
104,104,185909.0,1292.0,224000.0,74.952578125,71.82401310102775,32,12,0,2,0,False,False,2025,2,0,0,0,0,0,1,0,1,0,0,1,2,0,0,1,0,0,1,1,0,0,0,0,0,0,4,12.133017964624264
105,105,1062961.0,1516.0,568000.0,138.50437934027778,68.12612254048545,37,18,0,5,0,False,False,2024,4,4,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,7,13.876569908801764
106,106,754221.0,1439.0,1890000.0,145.68496310763888,67.37090174174631,24,12,0,0,0,False,False,2025,3,6,0,0,0,0,0,1,1,0,0,2,0,0,0,2,0,0,2,2,0,0,0,0,0,0,4,13.533442033362395
107,107,344007.0,1650.0,1650000.0,133.40611979166667,72.84703551420519,90,30,0,8,0,False,False,2025,3,6,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,4,12.748420191899077
108,108,359089.0,386.0,315000.0,100.66144856770832,88.19364223522098,14,5,0,0,0,False,False,2025,3,5,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,6,12.79132833243016
109,109,337498.0,2094.0,181000.0,77.27641276041666,67.75953285406018,18,7,0,0,0,False,False,2025,1,4,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,4,12.72931782632737
110,110,32979.0,1406.0,299000.0,124.64097005208332,60.5317880706307,97,41,1,11,0,False,False,2025,3,5,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,10.40365659611359
111,111,36845.0,780.0,1120.0,126.27075737847224,69.79104424404782,41,16,0,6,0,True,False,2025,3,4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,101,1,1,0,0,0,0,0,0,9,10.514502343557455
112,112,76951.0,614.0,299000.0,132.0781814236111,77.51870713171974,18,8,1,0,0,False,False,2025,3,1,0,0,0,0,0,1,1,0,0,8,2,1,0,8,1,6,8,8,1,1,0,1,1,1,6,11.250937129832451
113,113,297713.0,970.0,2710000.0,153.5940939670139,40.80428524680287,25,9,1,0,0,False,False,2025,3,2,0,0,0,0,1,0,1,0,0,1,4,0,0,1,0,0,1,1,0,0,0,0,0,0,3,12.603888573106723
114,114,394975.0,1286.0,267000.0,133.1557052951389,69.4027476307021,77,40,3,4,0,True,False,2025,3,0,0,0,0,0,0,1,1,1,0,2,2,1,0,2,0,0,2,2,2,1,1,2,2,3,4,12.886580282543655
115,115,160362.0,623.0,2470.0,158.55062825520832,74.39378062760332,46,20,3,3,0,False,False,2023,7,0,1,0,0,0,0,1,0,1,0,3,0,0,0,3,1,0,3,3,0,0,0,0,0,0,4,11.985195274488662
116,116,298824.0,608.0,273000.0,103.40610677083332,83.00461857568438,43,16,0,3,0,False,False,2025,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12.607613396746181
117,117,95396.0,1137.0,123000.0,153.823583984375,59.94119780623941,100,37,0,13,0,False,False,2025,3,6,0,0,0,0,0,1,1,1,0,1,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,11.465802410401045
118,118,202290.0,1020.0,584000.0,131.57168619791668,45.78197565290055,65,28,0,5,0,False,False,2025,3,2,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.21746253378261
119,119,288236.0,1284.0,467000.0,154.96277235243056,64.05234038474875,70,29,2,8,0,False,False,2025,3,5,0,0,0,0,0,1,1,0,0,5,2,0,2,4,2,0,5,4,0,0,0,0,0,0,0,12.571538337374472
120,120,25843.0,503.0,1040.0,135.43159071180557,67.04573521834108,41,20,0,2,0,False,False,2025,3,1,0,0,0,0,0,0,1,0,0,5,7,0,2,5,1,0,5,5,0,0,0,0,0,0,4,10.159833744678057
