channel_id,subscriber_count,total_video_count
"['스밍스', 'UCi38W5tDHRB9CYMSYIKColQ']",51만,1.6천
"['ClipFlix Korea', 'UCnS8OvWQ-SQ2X6TgOKZyivA']",21.1만,1.1천
"['올댓랭킹', 'UCKRjY5L4u1v9KqwDL-2Llxw']",6.31만,332
"['시네마홈', 'UCLcHyLirbJ3qH6q9TWwJeaw']",6.01천,4
"['최감독', 'UC9rwzYtNxd5i9q5QB7WggjQ']",1.92천,2
"['남자들의드라마', 'UC-OFIjriFm8UyOS4uOKyo1A']",1.1만,115
"['달달하트', 'UCjQjvVDEIIUAAe4puGy-uGQ']",2천,24
"['명영화', 'UCYZ4k7X4QH55oWC9Ljh98nA']",6.94만,419
"['1분 샤샤샥', 'UCn8w4bbuPv4WUN4ZK3_JcpQ']",2.17만,93
"['카랑Karang', 'UCcfz-8gGDYJfaRHYD7kkQpw']",91.7만,360
"['무드킹', 'UCzAwNywSkY0ycIqZL29zClg']",23.6만,145
"['영화보자', 'UCZA0JYHSFMqDhwCtul9Lg5A']",5.41천,11
"['안보면쏜다', 'UC6I_9-U8yQeZ7DfMhnlsbfQ']",12.3만,78
"['B Man 삐맨', 'UCxlv4aOnrRTXMRSL8bVJqEw']",122만,991
"['리씨네', 'UCfDJ6zy3AZ1afT9FV0mwMOA']",38.7만,116
"['숏까네2', 'UCyQHcbtrzL2uo4Zl5EHk23g']",500,29
"['영당포', 'UCl2tCv964n820egs8C0d_Lg']",819,15
"['스터디언', 'UCtfGLmp6xMwvPoYpI-A5Kdg']",199만,5.2천
"['KBS Entertain', 'UCK1sVuXaDvJeNwl9noN5nOA']",557만,12만
"['아리무비', 'UCTgVaaL-_YkMBVgtwlLjs1w']",10.6만,417
"['무비팍', 'UCwPdMoWKa03noYwjEQF_E5g']",5.1만,571
"['SBS 뉴스', 'UCkinYTS9IHqOEwR1Sze2JTw']",475만,27만
"['기무리뷰', 'UCSaWpMhJ-wm1ekEbEvZ6AhQ']",54.6만,192
"['나홀로팝콘', 'UCLtwNfpVdcrLxuNbkQIDEuw']",33만,26
"['안나감', 'UCG1BjqwCfdovZN8pDoP87fw']",13,13
"['무비콕 (Movie cok)', 'UC4ibvKUxGFpuCkwRu8B_ong']",9.28만,2.1천
"['뉴스타파 Newstapa', 'UCeFUGS2VCOb6DO3BiUgvwNA']",158만,5.1천
"['드라마 배달하는 치타', 'UCcANdM8_M60uJn0Y8HSwlKg']",2.32만,339
"['캐릭터백과사전', 'UCkBVO6GhtEFWxa_5FcRUZbw']",1.52만,122
"['진용진', 'UCIG4gr_wIy5CIlcFciUbIQw']",277만,631
"['이슈왕 TV', 'UClyThsEAiGbNeDFH5mAyumw']",70.1만,369
"[""라떼한편 - latte's movie"", 'UC0RBaMJf4qeMl7ZkVUlNSbA']",15.9만,144
"['그것이 알고싶다', 'UC_U34UlsS9Mp5ZgvsEA7irw']",187만,1.3천
"['짤드', 'UCYoSZz212ytVga3yjZE0uaQ']",9.1천,298
"['무비서치', 'UCKSLxjgn0c-3W5u6R7N6mrw']",8.35천,130
"['한국무비', 'UC6tcn_t0F5uktmR350hgKoA']",7.33천,9
"['육무비 6moviefilm', 'UCGlfmH6-KqSZwbXJ4rl8k7w']",1.06만,66
"['반도극장', 'UCDg0EXCNZrgccBlca4Wrvjw']",1.34만,53
"['강석주', 'UC3-9Ul8LOKJzQMdo1nFb_sQ']",3.79만,369
"['무비체인', 'UC0m6ygdHkY8T8y3U3eyQoOQ']",39.1만,335
"['리뷰극장', 'UCL62zwpumn_GNPwrq6WbvBw']",12.9만,32
"[' YTN', 'UChlgI3UHCOnwUGzWzbJ3H5w']",491만,84만
"['자기전한편', 'UCRkN5Rlzcmnc9cjjL441Ivw']",1.62만,235
"['무비 드라마', 'UC3Zn8hekeb_9hfh9nxkFztg']",7.78만,10
"['무비희락', 'UCHLkqGsuSyxZE8mSsmj5k8A']",11.3만,140
"['숏기스', 'UCXsaiFrtWiqgLaOImd-gSyA']",4.58만,264
"['순살비디오', 'UCV8hHkedPDWAxFVmJz27_1A']",1.75만,191
"['라이크어무비', 'UCZZLitetDJATgDM85c19CWA']",21.6만,276
"['씨네마유', 'UCQoxM_ZqZYhx8uwQ-ZRhEnQ']",11.1만,61
"['무비드 : Movie & Drama', 'UC-cIG4Cxp3dtfMjm_XNbUUg']",12만,113
"['테마무비', 'UCRx672ECV64ij_wwTkzy9Gg']",3.25만,109
"['홍시네마', 'UCtwxuughKbSAV0e4bnz4ORg']",75.5만,300
"['소개해주는 남자', 'UCBHXCaw_W6sxfgAB7rC-BYw']",76.7만,395
"['쪼꼬하마', 'UCQqH8Q5w_sY2aAL3rHcnxCA']",130,43
"['마딧슈', 'UCoLmMc_X55Xmk7n9tbTJUww']",7.42만,246
"['하울무비', 'UCfObDXCZ9mFHSdDdX1cvMqA']",7.03만,78
"['디토이야기', 'UCnabt_BunUVVk1PcSd8CO9Q']",34.4만,329
"['영철tv(yeongcheol)', 'UCc0pppYjqAOVmfGXMIROppw']",4.08만,105
"['시네마녀', 'UCZQ4HabX_d9IJanFajhUW9A']",26.1만,45
"['엔터테이너', 'UCd7b_uaNJ9QSj3HRdgniTYA']",1.51천,128
"['부귀영화', 'UCuclRzyfGAcyJ2E5j0NaNGQ']",2.04만,39
"['이꿹', 'UCA1c2EWtALo3bJA5b4ppFBw']",12.3만,81
"['채씨네', 'UC3xi5oaSoAKiFUAvwuyDEFA']",21.6만,165
"['똘킹', 'UCnQRkIhRmXrxGrK4-8n-lVw']",89.4만,2.7천
"['쇼츠츠', 'UCEVMBO2yQbUsfdBY6Pq7YsA']",4.56천,134
"['무비써커', 'UCSOakCqdRq-x8Le1mztOb2w']",6.52만,851
"['U무비', 'UCt2jWCd-eVVfTn-sCw6gmoA']",20.1만,195
"['지무비 : G Movie', 'UCaHGOzOyeYzLQeKsVkfLEGA']",372만,815
"['손가무비', 'UCfRZf5ohT5MT4kaneb-Qwag']",2.73만,240
"['나야나', 'UC_8FcFTB-IL_yYX9zsju_eQ']",4.24만,343
"['보다 BODA', 'UCoCvTlU0KpNYwnMIgs7MPrA']",244만,1.5천
"['이야기술사', 'UCeyxZxlt6mN_1_LZd0m7XOw']",7.62만,647
"['행복영화관', 'UCj_AqZYD7X6KMbA7VkFRVBw']",9.37천,246
"['감자무비', 'UCVSxU28wrYmGUbzPgiRKKVw']",5.93만,51
"['채널A News', 'UCfq4V1DAuaojnr2ryvWNysw']",302만,12만
"['스토리머', 'UC6LvpVh1EmjvHnLNOdPhl-w']",6.88만,71
"['시네마홀릭 : CinemaHolic', 'UCZCrgnROgsgYwk0FvapUe4w']",20.4만,58
"['K-Drama Türkiye', 'UCtdunttcelCQbMl5Rk0MUsw']",16.8만,1.7천
"['인생영화: Legend Movie', 'UCD3TQB9--RP2sYeDjcrLYGw']",28.8만,63
"['어바웃타임 (About time)', 'UCxn_EHVOJnrEJBZY2p3E6Sg']",110만,410
"['씨네포유 cine4u', 'UC7O9w0nxtdS8zmigyWfXKIA']",22.8만,153
"['영화천국', 'UCCVcybKmEUPv5hhOic3dQDg']",15.2만,32
"['매드무비 : MadMovie', 'UCBquPwf_YEAzCmPpd_tfzAA']",12.6만,207
"['무드무드mudu', 'UCkxf2G9198TzLbLuo-y6-EQ']",5.31천,12
"['Evony with VIG', 'UCh9EsIticgXNP6qTrpcmndg']",7.64천,408
"['슴슴도치', 'UCbYNi5gs7R3MjXpPAw8lpcg']",2.52만,156
"['헬무비: Hell Movie', 'UCYuOOjRoyXbhJHrN01yHOnA']",40.6만,142
"['영화톡톡', 'UCo_Jn9HBBvKDJZH0Sm79HwA']",8.09만,195
"['ALL Accor Asia', 'UCOJBJLME0QdGGIM94c9RHMw']",8.93천,
"['김동댕', 'UC9UtrGeCIJO_WxKmbh9XUCQ']",1.06만,115
"['고체극장', 'UC-ZF42znvkbm83ovdmJY28Q']",6.66만,130
"['리뷰 MASTER', 'UCul4FTKARC-EaBq0e8UH7RA']",38.8만,205
"['넷플릭스 뽕뽑기 [엘플릭스]', 'UC6GOiYQCor5ki4IHDfFg-ug']",19만,224
"['동네비디오방', 'UCXvftM-43hGjGc1TA-8Y_IA']",66.9만,790
"['진리의 영화', 'UC3P0QN3fUNBd7v3VLzHeh0A']",1.75만,86
"['무추', 'UChVR9RJ7s2HBrxy4dIwQ1uw']",2.6만,58
"['영화에취한다', 'UC51D0k6MZ7Ou9cbC5iAq5aw']",17.9만,74
"['김세달', 'UCe2AvOyz8m5b0F52VdOFFrA']",7.48만,793
"['올해엔 금연', 'UCyTeDbp49JvXtodEbmHev9Q']",14.5만,545
"['드클립', 'UCOc6Q2ET1i1a4D4HSKdNJnQ']",4.03천,103
"['랩기표의 틈새읽기', 'UCgdDsWa9m11upegSytmjhYQ']",810,167
"['닥터셰프', 'UCc4GDo3-a9FyGd8_zGpYJZQ']",128,38
"['주부나라', 'UCzIOIStANWRgYa3BRuJOg8Q']",161만,1.7천
"['이 남자의 cook', 'UCy2WX3w5UyYFHBDHyWFKNUQ']",249만,987
"['KBS Entertain: 깔깔티비', 'UC271vX3c3kYZsgpz7-zPBoA']",106만,8.2천
"[""유라야놀자(Let's play YURA)"", 'UCx8IhwapX8E7uooFYJIeVZw']",227만,2천
"['베이비버스 -인기 동요・동화', 'UCscjd-azZ1AqHxxrO6YDIQg']",646만,2.2천
"['엄마의 요리백과', 'UCyUH1C9_ozagToXDxgGjFGg']",38.4만,483
"['마법소년  김셰프', 'UCgwho5LJTUFaZsLmXnt1Mlw']",50.1만,888
"['지뻔뻔', 'UCZaarGiwxVusY_jQlnftbIA']",143만,124
"['채널주인 부재중', 'UC5Ida86tt8QKa4Myw7idxNg']",117만,2.7천
"['셀럽뿅감독', 'UCzv4fNoQH7DG4dYpEuHgBfg']",1.49만,65
"['쇼츠클립', 'UCWYFmqYrYyLdyuExjDuBn3Q']",5.95만,387
"['뿌뿌키친BBubbu Kitchen', 'UC9yr2AmA0ptBakmgF5aH2bQ']",6.37천,700
"['재일이', 'UCeugOzk-xfGWteEI-_ksvzw']",1.42만,125
"['엠뚜루마뚜루 : MBC 공식 종합 채널', 'UCiwQRG2sCcfjKkgxMEdJGPg']",275만,1.2만
"['황금밥그릇 - 간단하고 건강한 요리', 'UC6ZFnmz7BkT8CsJZIuPwbZA']",7.3만,415
"['365 치팅데이 cheat day_', 'UCm86mketHL5xaWMASFc_QVg']",9.56천,201
"['JTBC Voyage', 'UCF3UEVPt5zZTlBVJwDG317g']",446만,1.8만
"['딸을 위한 레시피 Recipes for daughters', 'UC37fRkl_iIjDAr9pf0FFzGA']",94.1만,821
"[""묘식당 Rabbit's"", 'UC89ohZP3fITB0Hsb8jqNsMA']",18.9만,596
"['두리특식', 'UCQLeq4wC_DtxbCuWj4LZ_uQ']",2.69만,234
"['홈베이킹하는 쭌맘 Mom baking at home', 'UCAbvrgBITYl0_2MpXmmr1vw']",3.52만,221
"['맛난메뉴 Delicious menu', 'UCGtPnX9NC7zZvE_s7RhR0jA']",31만,1천
"['주아쌤_소리튠영어', 'UCokUZClKh1ZK0TjJgxVK5-g']",61.5만,700
"['육식맨 YOOXICMAN', 'UC0VR2v4TZeGcOrZHnmwbU_Q']",131만,293
"['달달한끼 DalDalMeal', 'UCzK074kKGq_rjJdG9LBLeoA']",N/A,N/A
"['짤툰', 'UCszFjh7CEfwDb7UUGb4RzCQ']",316만,2천
"['1분요리왕 통키', 'UC-T8S0Vs2lvVXSkQv2qUStw']",34.7만,708
"['마놉', 'UCeRbLgEEhytKLrvddwY7F7A']",7.84천,224
"['초아라이프ChoaLife', 'UCg8U-ZpbO8V4kpAlZjqtVqg']",18.5만,202
"['상상쿠킹 Cooking', 'UCZRtVnt9w3QaRNRDNrkrRSA']",2.08만,190
"['저탄수 요리', 'UCnXoaFKN8e-XyuA9uaipqRw']",17.6만,197
"['뻔뷰', 'UCfiKe8i8toU7qivfby8oW4A']",14.6만,206
"['킴서울 Kim seoul', 'UCokVA1lCR_ZsieE8xx5f8hw']",50만,496
"['레시피 읽어주는 여자', 'UC4Icothd_W0M7jRzNyAszoA']",101만,866
"['집밥 korean home cooking', 'UCrpB5PigomcupI9PTRKioog']",112만,1.4천
"['요리왕비룡 Korean Food Cooking', 'UCcNUpInQt1tI3JC_oTPQ20w']",206만,1.4천
"['미뇨끼', 'UCp7zejVz5E2vozPhRf4aeMw']",21.9만,146
"['쿤키친 - Kun Kitchen', 'UC8pNp8mMr-GGOnGrVmzgSAA']",7.37만,574
"['픽잇 :Pick it', 'UC-oZBYC-XXCMde-13YjyD2g']",17만,1.7천
"['정미야밥먹자 jungmi Kitchen', 'UCLcEBZWuxB0HAJeY6zaCq3g']",37.3만,639
"['차예련 chayeryun', 'UC-YuM9j7aT4pkXGICFurAiA']",N/A,N/A
"['BaRaDa Korean', 'UCdN73s4zbMOBHPtHtG-d2GQ']",37.2만,1.3천
"['우나니', 'UC_xtTNQGOE5FRsZjzf6310A']",N/A,N/A
"['냥숲nyangsoop', 'UCrailkufB1aKrKc6l1osRgw']",N/A,N/A
"['이연복의 복주머니', 'UCaAka9CN4naD3FzHX6AvpqA']",N/A,N/A
"['일등감의 쉬운 레시피', 'UCjeFmKMYYd1L9Glf-itT-Fg']",N/A,N/A
"['밥깡패 로빈', 'UCMSz_yah88yZMC6js2p149A']",N/A,N/A
"['지현쿡', 'UCorDTEhfHgqX-lTA1n9OGkw']",N/A,N/A
"['아재도 요리한다', 'UCAJ3-NauHj4xdL3wtlpXXTQ']",N/A,N/A
"['일하는 용형', 'UCQdYrg1AtZ1ghjueq96-vIw']",N/A,N/A
"['아끼리 akkiri', 'UC466kSsqnP8q1f53bik7dDg']",N/A,N/A
"['요리남 cook man', 'UCNo1QFva9wmw-M90hL0Ve5w']",N/A,N/A
"['셰프 안성재 Chef Sung Anh', 'UCZffS3HZmQz18zuCWStcfSA']",N/A,N/A
"['욤욤요리 : 초간단 요리 전문', 'UCwMP6tD98mrAMI5wBfN3Xug']",N/A,N/A
"['유지만 yuziman', 'UCslni4iVQ-e784AU83eVcnQ']",N/A,N/A
"['김대석 셰프TV', 'UC1g9JaEVLOFGhH8hpaK--Jg']",N/A,N/A
"['하람키친HaramKitchen', 'UCy02nK4R_xiGuvCIu8Etj2w']",N/A,N/A
"['미니워니쿡', 'UCk7gJ6S160HCxVMikbJ6aRQ']",N/A,N/A
"['마스터요리왕', 'UCfHDz2ckzC7o_xnTAz3tiSQ']",N/A,N/A
"['자취요리신 simple cooking', 'UCC9pQY_uaBSa0WOpMNJHbEQ']",N/A,N/A
"['큰달걀TV', 'UC3XMlN8wq7a5wz5X1H81SVA']",N/A,N/A
"['쿠킹하루 Cooking Haru :)', 'UCC8bTxyN2ZCfMzS_JAEClfA']",N/A,N/A
"['요리에 진심인 편', 'UCUgp8Lli-2w9AQ0cXEqgxpg']",N/A,N/A
"['니밀니밀니밀떡', 'UCZJutR2pUFQZ3sOxgV9ppGA']",N/A,N/A
"['여보밥먹어', 'UCUQfJ0eEt02fncKq-mzi6mg']",N/A,N/A
"['백반집첫째딸, 달별', 'UC0ZuLeDoP2MCjkdkcQD1FmA']",N/A,N/A
"['하뉴', 'UCs4oAFxhxxVhtW-_ApKtkLQ']",N/A,N/A
"['쿡경희', 'UCPf-3WI0GnTDWgPBZsOrJJw']",N/A,N/A
"['14F 일사에프', 'UCLKuglhGlMmDteQKoniENIQ']",N/A,N/A
"['노써치', 'UCvlSrxnx0enAAquKAg6yy_w']",N/A,N/A
"[""영자씨의 부엌Young-Ja's Kitchen"", 'UC2gasvQVxOdRht9ykwhxwjw']",N/A,N/A
"['K_grandpa.29', 'UCLti1vzkRWD7Kb6t8m41gbg']",N/A,N/A
"['멍뭉치', 'UCTeEnzHDhsZg5JlU_Pu49yA']",N/A,N/A
"['루다 테이블 Luda Table', 'UCFacbDFmny-7iNdIOdb5mvA']",N/A,N/A
"['입터짐방지', 'UCTN5ldmb7HVDW9VOHmoXuFA']",N/A,N/A
"['요리고수', 'UCnMJ4zTwsDWHY1cdzHvcy0Q']",N/A,N/A
"['코코보라', 'UCl7MKZHz017uFK_gFrgD0sw']",N/A,N/A
"['하미마미 Hamimommy', 'UCy0229ISL-677SAuK_1In_A']",N/A,N/A
"['청담언니', 'UCWUs7iRHBk3p0YQ85Ae7OXg']",N/A,N/A
"['뚜아야밥먹쟈', 'UCphLTxNEWP2usJcywxCQWXw']",N/A,N/A
"['메리니즈부엌Meliniskitchen', 'UCB4JlWU3Vcev5pkyIdeBMRw']",N/A,N/A
"['Multi DO Smile Korean', 'UCfz9iPIjmrIALtAEStVqrdA']",N/A,N/A
"['이슈선생TV', 'UCKIsapfgAzRJYpnX6e56LLw']",N/A,N/A
"['취미로 요리하는 남자 Yonam', 'UCyozK5OFN5lDrwim5wqQnLA']",N/A,N/A
"['진유정', 'UCAiv8Te8d6wz6UVZUvBO4vA']",N/A,N/A
"['여보어때', 'UCXLLaK4OTiH-bcEFw3UADdw']",N/A,N/A
"['육미제당', 'UCXrXk_FdJ_zXy9uwfRIBBEQ']",2.81천,261
"['케이수환', 'UCax32GiDgtKq8MX2E71pAbQ']",N/A,N/A
"['무니키친MoonyKitchen', 'UCQg7opkHC1IIHYsIRuivMbw']",N/A,N/A
"['뇨리 티브이', 'UCRcj0GSaOmDdFukahVS4u1A']",N/A,N/A
"['얌혜민', 'UCFVhfl8WEmLEuggkJzgQxIw']",N/A,N/A
"['꿀주부 Honeyjubu', 'UCg_xrQ9KMN7wL4moBwuxZWw']",N/A,N/A
"['검은달', 'UCXadg48CYYdTpf4puiCjEvQ']",N/A,N/A
"['스포츠어른이', 'UCUzX-CPcics0_AmbBV-0rBg']",N/A,N/A
"['FOOTstory', 'UCUJ7e-Yr4tUG7m9VV6awdZQ']",N/A,N/A
"['마르강', 'UClo6ZHQlbmu8WS6-uJ7S3UQ']",N/A,N/A
"['축구어때', 'UCSin3OGjCdsCcop7AsB6NXA']",N/A,N/A
"['나루월드', 'UCv3CTPm72dPQH6yzyLn-pHg']",N/A,N/A
"['축구 한접시', 'UCV0Lw78hk4go-S4xtne8KNw']",N/A,N/A
"['회사생활zip', 'UCFbc1Ozb0dbnY9m2Qng0Udw']",N/A,N/A
"['운동부누나들', 'UCCCKaUKyVqAst15Cit5nb5A']",N/A,N/A
"['JK 아트사커 온라인', 'UCT8DsZlac7D1_dx6d8Kh_Qw']",N/A,N/A
"['KBS News', 'UCcQTRi69dsVYHN3exePtZ1A']",N/A,N/A
"['보통사람을 위한 운동채널', 'UCF97u_Y5C3FxAcD0nn1DCKQ']",N/A,N/A
"['호들갑 잡화점 Hodry', 'UC8J1MwvPdZWe7y83LFicwaA']",N/A,N/A
"['행운 幸運', 'UCX0rR9ofSK7Mp2XXvLXahUA']",N/A,N/A
"['GKR 지케이알', 'UCvtD2WPCqgtG4RBOaz0ci5w']",N/A,N/A
"['리뷰띠', 'UCyRoynZRY026vew0Ix41bhw']",N/A,N/A
"['축구도사 메기 Megi', 'UCsmfvvOOIV0rdxOD98Q_3qw']",N/A,N/A
"['축구 읽어주는 여자 쵱내', 'UCGylUVhqMi7dv_eh7f4dkWg']",N/A,N/A
"['Blue Mikase', 'UCDUanVOhowKovw8980yOcbA']",N/A,N/A
"['Top War Battle Game | Gift Code Top War', 'UCUhQJrmsmbAOocDjM-1pVvQ']",N/A,N/A
"['이슈붕', 'UCknx4XQhA-b97lPxVgNYBng']",N/A,N/A
"['세상의모든사연', 'UCv-xAzDMN1mMG_yimOpD3Aw']",N/A,N/A
"['안정환 19', 'UChg51lDUTR_8zWeNewdxaNw']",N/A,N/A
"['SWCRICKET', 'UCkDaqJ4o7_1OdxRcGlmIUcg']",N/A,N/A
"['SPOTV', 'UCtm_QoN2SIxwCE-59shX7Qg']",N/A,N/A
"['리춘수 [이천수]', 'UChI3EXzhAkRszawlMageKvQ']",N/A,763
"['스포타임', 'UCnXNukjRxXGD8aeZGRV-lYg']",89.2만,1.5만
"['혁부축구', 'UCibjOn6EwMMm1v6FeFBFABQ']",7.69만,125
"['무회전슛', 'UCf8T9se1injXAmZ7eCv8Gfw']",N/A,N/A
"['킥오프극장', 'UCHaIrqNaJKFsFP6mmeEwtxw']",N/A,N/A
"['성남까치', 'UCpSbLYruSLwUb5gT1Zd6TmQ']",N/A,N/A
"['연합뉴스TV', 'UCTHCOPwqNfZ0uiKOvFyhGwg']",N/A,N/A
"['들었어?', 'UCrF4HldLotehw991JTsqXhw']",N/A,N/A
"['Evony Brasil', 'UCKHM6WS_5xEt87inTOfbZzw']",N/A,N/A
"['건강행복지킴이', 'UCIN3Or65ghS9w_mh_kmjV3w']",10.8만,360
"['협이', 'UCWbth94NxOP4aB2km5VbASw']",N/A,N/A
"['아이돌', 'UChEtGAzx_jen_uotZor56Dg']",N/A,N/A
"['금바페', 'UCS56YF1dyARgFH1cajjqFXw']",N/A,N/A
"['축구대통령', 'UCIteuoGFSojc8V_8NedwrMQ']",N/A,N/A
"['축잘알 갤러리', 'UC84aGnDwT_djvdsb8B2WE8Q']",7.55천,15
"['내 손안에 축구', 'UCt7eF-O8cYr1UcV3o7eAEVA']",2.41만,92
"['누가 이길까?', 'UCGlcB9gBWZF_0ypwat1aceA']",8.63천,115
"['뜨거운김치', 'UCtzBnaglKHO0sDucs2h64Rg']",3.24만,197
"['풋볼갤러리', 'UC_ia7TZa2y8UlB19jvtiAmA']",683,96
"['쇼츠쇼츠', 'UCbPf-II9lNXJeiZY5_k8GPw']",14.8만,33
"['골때리는락커룸', 'UCUmBHXCCaRjzSrJLyErIX3w']",2.64천,48
"['우리는모두친구', 'UCXPzd6gm9M2XnYZGIFXqPKg']",2,10
"['상식남', 'UCOYYhfLIZW-EnOdUuOn22_w']",1.23만,264
"['쇼츠쇼츠', 'UCbPf-II9lNXJeiZY5_k8GPw']",14.8만,33
"['1분만', 'UCM31rBPQdifQKUmBKtwVqBg']",108만,2.7천
"['메시아', 'UCY-VkLUZR4URnVcKfFlVD0Q']",6.78만,216
"['예능타임즈', 'UCwYsb4TjLUs34to_jjfDxyA']",6.02천,31
"['싸커스토리 (후반전)', 'UCrLPLhgox9bPoy2JIvUEB0g']",2.97만,195
"['여우괴담', 'UCnbBXCT66uOndisRXu8TeLA']",46.3만,488
"['일오팔', 'UCJ4ETdbjB1MDhjwEZDtUlBQ']",58.2만,713
"['스카이스포츠_코리아', 'UCwdUrGQyPQV69ABRAH_r3EA']",9.51만,1.2천
"['축갤러', 'UCrsUoCPo5tYO01HjumYqLQQ']",9.84천,292
"['쇼츠탐구영역', 'UCASQisZAfo4_R53nbuK_n7A']",2.87만,276
"['아이쇼스피드 백과사전', 'UCuEpHb8hXkV-qXBp1uBC2pA']",25.2만,402
"['M7A', 'UC1QWYyavovN4QSm_JIpK2xQ']",11.3만,1.1천
"['STVFC 풋볼베이스', 'UCm0RVDUjvJthHyC_EPtXKVA']",1.51천,177
"['도랏준', 'UC49oeelBbtWQVSoDMLdVcUQ']",3.52천,431
"['대흥민 갤러리', 'UCf3dyXI8Q67jkUSsX4MD6CQ']",10.1만,1.3천
"['축빠르크', 'UCQnNmCAwbltyBSGJ-_5YFJg']",3.14천,30
"['축구친구', 'UCYpihRVnFtHcNrMIZPAwxbg']",5.29만,144
"['오프더볼 스튜디오', 'UC63wd492zJVHWpqlsZTxaQQ']",915,149
"['얼루룩덜루룩', 'UCMA3UencIA-B0E-Frte4sNQ']",6.05천,77
"['떠튜브', 'UCngjiNL7TxqKx1HqdUCY35w']",24.2만,735
"['애슬레틱 라이프 Athletic Life', 'UCM9MPGAGS-StU5swPiZHnHg']",13.1만,351
"['숏스커버리', 'UCDsjR0rrz38EKkbZ-cRbmxA']",19.8만,893
"['그의 인생은', 'UCq2vJ43ZiuL0Sd-scrw6Ezw']",1.52만,167
"['라커룸이야기', 'UCqAu9ziq7iUGZHmiqQqbgyg']",1.35만,239
"['JASON MEDIA', 'UCX3KEmJd6CXRNH6YVa9AoOQ']",53.1만,1.4천
"['MBN News', 'UCG9aFJTZ-lMCHAiO1KJsirg']",238만,21만
"['쉐리 SHERRY', 'UCnbQutaGtu6EOKYnwT35Etg']",55.5만,851
"['모르면개손해', 'UCpBpsIYfgEe2s-zazZ643xw']",30.1만,1.3천
"['유후의 피아노래', 'UC-75---6clEI74Ra6DZNYbw']",62.4만,1.2천
"['엠빅뉴스', 'UCYRrUD5v5j_Ei8sKOo7mhoQ']",131만,9.8천
"['축구토크', 'UCTRSeJdG9-ShRiOt3vAj_ug']",9.07천,209
"['쿠팡플레이 스포츠', 'UCnBht7BrOx-A328KFXgysqQ']",53.1만,4.9천
"['KFATV 대한민국 축구 국가대표팀', 'UCpjOmwiy88a9EV3Rv8ukJgw']",54.9만,8.1천
"['축구보다축구', 'UCuP9Y4MyiNXlOgBjwb7Rg8g']",5.06천,461
"['썰팔이카사노', 'UCjfSLIdqrH7F9Q-pHGL8Y8g']",1.32만,109
"['하프 앤 하프 Half and Half', 'UCCJbbfk8xqv-tdnySS6LfXw']",1,2
"['리버사커', 'UCjtCBSM1Y2UGD826aYPVoKA']",4.34천,149
"['직캠튜브', 'UCYkyM6zTyBaj3HOChdlVOgA']",4.34만,197
"['진짜 잠깐만', 'UCLChexBTEyyWwTAkbPymNNg']",29.3만,1.2천
"['잡생각', 'UCFv9Ya7VM0Gf22poNdI-qMA']",6.67만,1.3천
"['꼰대가르숑', 'UC80dSgK3UwR0bHxAA0Sofog']",2.62만,576
"['오풋고 OFOOTGO : 축구채널', 'UCxDgbcb7yr6yLV9hsKiyswg']",1.9만,117
"['썰포츠', 'UC9vhNJkprMFb0Weqxsc5iJw']",803,52
"['레전드 매치', 'UC2NeMJxpnT-Ko7jo2FDSa1w']",4.73만,517
"['SPOiler 스포일러', 'UCPxCAB6hvZw20ckLaIFxUJQ']",N/A,634
"['새벽의 축구 전문가', 'UCdh5nloZ9eo5YpZ2DRWwIew']",39.3만,4.2천
"['엘픽', 'UCZhaj7KwAmRkFHr2JUhK69Q']",20.6만,576
"['세아도나[SE.A_dona]', 'UCKbF6PFh27FOXM7b1i9YM4w']",1.16만,164
"['축구는 정석이', 'UCD9xfvEZl4mL6pzGeYhak1Q']",5.65만,479
"['탑텐사커', 'UC0Ue4AZLKcqDl2hqZn4eP4g']",1.76만,261
"['스포츠 스토리', 'UCVl5dHKhpf4Z07HIH_KbnWQ']",4.54만,308
"['Snooker Fan Zone', 'UC9nUNwRwWBoPZHNtRzDUp8g']",7.62천,73
"['초이스포츠', 'UCbcl1BPu7sLvaznemwlwu1A']",737,49
"['YNY Sebi', 'UCWg9A5Qy49hdbE6Lb30WXfA']",46.6만,47
